text,subject,body,label
Your Flight Itinerary for Next Week Your monthly account statement for 2911 is now available in your dashboard. Let us know if you have any questions about the charges.,Your Flight Itinerary for Next Week,Your monthly account statement for 2911 is now available in your dashboard. Let us know if you have any questions about the charges.,0
"Weekly Newsletter - Product Updates Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Weekly Newsletter - Product Updates,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Your Flight Itinerary for Next Week Thank you for registering for the conference. Your confirmation number is 1349. We look forward to seeing you there.,Your Flight Itinerary for Next Week,Thank you for registering for the conference. Your confirmation number is 1349. We look forward to seeing you there.,0
You've Won a $1000 Gift Card! You have 1 unclaimed reward waiting. Verify your identity at http://secure-paypal-update.tk/login to receive your gift card before it expires tonight.,You've Won a $1000 Gift Card!,You have 1 unclaimed reward waiting. Verify your identity at http://secure-paypal-update.tk/login to receive your gift card before it expires tonight.,1
"New Blog Post: Tips for Remote Work Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",New Blog Post: Tips for Remote Work,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Security Alert: Unusual Sign-in Activity Detected We were unable to process your recent payment. Please update your billing details urgently at http://bit.ly/3xJa9Lm to avoid service interruption.,Security Alert: Unusual Sign-in Activity Detected,We were unable to process your recent payment. Please update your billing details urgently at http://bit.ly/3xJa9Lm to avoid service interruption.,1
Your Order Has Shipped Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Order Has Shipped,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Welcome to Our Community! Please find attached invoice #1046 for services rendered in August. Payment is due within 30 days per our standard terms.,Welcome to Our Community!,Please find attached invoice #1046 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Your Netflix Subscription Payment Was Declined This is your final notice. Failure to verify your account at http://192.168.44.12/verify-account within 24 hours will result in permanent suspension.,Your Netflix Subscription Payment Was Declined,This is your final notice. Failure to verify your account at http://192.168.44.12/verify-account within 24 hours will result in permanent suspension.,1
"Reminder: Project Deadline Next Friday Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Reminder: Project Deadline Next Friday,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Weekly Newsletter - Product Updates Please find attached invoice #8900 for services rendered in August. Payment is due within 30 days per our standard terms.,Weekly Newsletter - Product Updates,Please find attached invoice #8900 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Your Password Will Expire Today - Reset Now We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,Your Password Will Expire Today - Reset Now,We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,1
Urgent: Your Account Will Be Suspended We were unable to process your recent payment. Please update your billing details urgently at http://amaz0n-billing-support.com/confirm to avoid service interruption.,Urgent: Your Account Will Be Suspended,We were unable to process your recent payment. Please update your billing details urgently at http://amaz0n-billing-support.com/confirm to avoid service interruption.,1
Reminder: Project Deadline Next Friday Thank you for registering for the conference. Your confirmation number is 8025. We look forward to seeing you there.,Reminder: Project Deadline Next Friday,Thank you for registering for the conference. Your confirmation number is 8025. We look forward to seeing you there.,0
Updated Company Holiday Schedule Please find attached invoice #2476 for services rendered in August. Payment is due within 30 days per our standard terms.,Updated Company Holiday Schedule,Please find attached invoice #2476 for services rendered in August. Payment is due within 30 days per our standard terms.,0
